 0 -999 0 4 1 1 1 2 1 1 2 1 1 1 75.37 6.82 87.31 -0.9371417658180198 133 5
 0 -999 0 1 1 1 2 1 2 1 4 1 1 1 77.56 5.64 86.99 0.8794964850096355 145 9
 0 -999 0 6 1 2 3 1 3 1 7 1 1 1 68.62 5.72 78.72 -1.2598741478086302 72 2
 0 -999 0 2 1 1 2 1 4 1 5 1 1 1 77.74 5.64 87.73 0.8125142925210184 150 7
 0 -999 0 4 1 1 1 2 1 1 1 1 1 1 77.59 5.74 88.79 0.7069665952662252 144 1
 0 -999 0 1 1 1 2 1 3 2 6 1 1 1 77.6 5.9 87.38 0.5872105541502144 151 6
 0 -999 0 5 1 2 4 1 3 2 9 1 1 1 68.33 5.71 77.29 -1.091403784882714 70 10
 0 -999 0 3 1 1 5 1 3 1 3 1 1 1 77.91 5.59 88.44 0.9830144188556788 151 3
 0 -999 0 6 1 2 3 1 4 2 8 1 1 1 68.3 5.78 78.06 -1.3065587062097888 66 8
 0 -999 0 2 1 1 2 1 3 1 4 1 1 1 77.57 5.56 87.88 0.6257760589163877 148 4
